owner_id
-233071971
-232948123
-232755957
-232613289
-232473120
-232195501
-231869939
-231584725
-231474706
-231333397
-230831807
-230766522
-230745754
-230685643
-230671577
-230635974
-230581402
-230310777
-230262912
-230246953
-230154283
-230142682
-230134647
-230128457
-230051118
-229891730
-229880450
-229867733
-229842316
-229840507
-229814487
-229769953
-229704906
-229665908
-229558523
-229545855
-229539256
-229515771
-229498807
-229461303
-229455507
-229411315
-229410266
-229399293
-229371220
-229360935
-229349674
-229349414
-229329232
-229313529
-229291027
-229287451
-229279382
-229279233
-229248758
-229226586
-229186267
-229144100
-229115404
-229102851
-229036343
-229023462
-229002888
-228978526
-228962768
-228851710
-228848099
-228839845
-228829254
-228812652
-228809630
-228774150
-228718063
-228709247
-228671689
-228665998
-228610845
-228565931
-228559119
-228530040
-228475421
-228432888
-228431158
-228426805
-228424481
-228402682
-228369619
-228356613
-228343197
-228330189
-228311038
-228280613
-228244328
-228241102
-228240726
-228237985
-228186935
-228186068
-228181460
-228137474
-228129208
-228125060
-228119661
-228104877
-228104484
-228085947
-228085770
-228072698
-228046951
-228031214
-227956467
-227897676
-227895709
-227876331
-227870398
-227828451
-227780141
-227771539
-227747926
-227740762
-227724977
-227721363
-227711174
-227705662
-227692929
-227683382
-227662494
-227661501
-227650836
-227635961
-227634353
-227632011
-227625874
-227624777
-227624328
-227602748
-227586704
-227574217
-227564687
-227556197
-227555923
-227555509
-227538578
-227531427
-227531095
-227519502
-227509961
-227501036
-227473547
-227471541
-227456452
-227452114
-227449884
-227447902
-227436870
-227432549
-227398922
-227386499
-227383966
-227382943
-227381139
-227380675
-227378645
-227371339
-227371117
-227366601
-227360629
-227355945
-227349230
-227348162
-227345115
-227343487
-227335804
-227333195
-227332788
-227330025
-227328809
-227308264
-227300757
-227289373
-227288093
-227286995
-227286374
-227283629
-227278438
-227276059
-227267366
-227267180
-227257548
-227254956
-227254863
-227253810
-227251736
-227245841
-227244210
-227236850
-227236058
-227235138
-227232296
-227232066
-227225897
-227217110
-227212330
-227208187
-227182242
-227170644
-227162811
-227154387
-227150282
-227148008
-227130901
-227125452
-227123242
-227092408
-227080098
-227077572
-227074084
-227073919
-227072519
-227066889
-227056445
-227056321
-227046607
-227041453
-227029351
-227018805
-227017717
-226978659
-226974113
-226964916
-226961679
-226960511
-226945359
-226942196
-226919397
-226913701
-226890540
-226886050
-226885214
-226874910
-226873371
-226872807
-226869283
-226860512
-226857958
-226857398
-226849541
-226848649
-226838092
-226815296
-226794479
-226794023
-226776963
-226775018
-226762836
-226758926
-226715141
-226711164
-226701389
-226700054
-226692892
-226685176
-226668491
-226663538
-226662101
-226658749
-226637898
-226624952
-226623781
-226610056
-226609493
-226602146
-226563248
-226551007
-226550720
-226544673
-226522555
-226516039
-226510744
-226453569
-226449625
-226447974
-226426753
-226418112
-226413451
-226365215
-226355306
-226352069
-226344683
-226344473
-226340160
-226333918
-226331545
-226329770
-226323881
-226320662
-226308123
-226307526
-226288565
-226277576
-226273442
-226254367
-226243943
-226239951
-226233519
-226233310
-226229459
-226207180
-226202011
-226197532
-226192858
-226175791
-226172152
-226167209
-226164567
-226163670
-226163445
-226157505
-226151431
-226150863
-226143625
-226142181
-226117670
-226107264
-226102047
-226100850
-226099852
-226098559
-226098072
-226089161
-226085634
-226072843
-226064219
-226063201
-226054208
-226051935
-226005687
-226000562
-225989334
-225984179
-225971419
-225969656
-225969284
-225959211
-225955316
-225940912
-225936826
-225924680
-225924003
-225921122
-225915451
-225904601
-225902384
-225895369
-225892534
-225890554
-225877755
-225872413
-225835795
-225828161
-225820033
-225817036
-225816704
-225809891
-225800307
-225793806
-225783175
-225778870
-225778196
-225777971
-225771340
-225769879
-225766736
-225765500
-225759209
-225754857
-225735631
-225732769
-225730868
-225727845
-225722901
-225719687
-225716419
-225705723
-225703942
-225701731
-225701699
-225696642
-225690217
-225684090
-225683975
-225681097
-225680713
-225679978
-225675112
-225674984
-225672552
-225669732
-225666840
-225663923
-225662513
-225661619
-225660160
-225659320
-225648717
-225646303
-225644123
-225641909
-225641457
-225638492
-225636065
-225614934
-225598500
-225595758
-225577019
-225574397
-225570673
-225561712
-225560005
-225551000
-225544943
-225537495
-225529908
-225523173
-225518854
-225518010
-225517513
-225511368
-225510949
-225498318
-225498142
-225489943
-225489101
-225483019
-225482243
-225463950
-225461744
-225461531
-225448059
-225446269
-225445283
-225439674
-225427736
-225427000
-225426865
-225421368
-225419269
-225416339
-225409746
-225408185
-225406999
-225403371
-225403335
-225402878
-225392355
-225389310
-225388935
-225385888
-225375494
-225374720
-225372898
-225370837
-225370755
-225359124
-225357156
-225342834
-225334209
-225326401
-225308543
-225302522
-225294165
-225290870
-225287930
-225282954
-225281281
-225278513
-225277703
-225276812
-225273437
-225257409
-225252170
-225246309
-225243206
-225237998
-225221420
-225208792
-225196842
-225195081
-225187623
-225184793
-225180077
-225162490
-225159468
-225145240
